2021-07-13 20:00:00 | /errorHandler.js(32) | K4nXdS2BCl0xfMwZN0hgNiH5Xdwfyzdv | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 20:59:22 | /errorHandler.js(32) | QwpNE6z4OUcZZwJPzBrScmsElUFsM0c6 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 20:59:40 | /errorHandler.js(32) | rFw2THZFFn7MAcEsUbpbpXKzUL4OF0rI | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 20:59:42 | /errorHandler.js(32) | vc3zrqQDzYnzJ6U3gyUww2ak5rtptGKG | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:00:00 | /errorHandler.js(32) | F47BWJr4B3kKPItRTCUaUKTXmzoaJBFk | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:00:02 | /errorHandler.js(32) | uRwZewwsKFYQvhHEToIFmaKcVl2JfHMO | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:00:20 | /errorHandler.js(32) | dPTgkbYx5zwoXrCnGwaNUeV423EvyhSx | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:00:22 | /errorHandler.js(32) | C3XrsoppMDyI62wStmhQRyexPeraI8ji | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:00:40 | /errorHandler.js(32) | ajKlkB6BvxDaDHEOnj1sCXCRSq9xQhTd | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:00:42 | /errorHandler.js(32) | kfkeXyMgvRqPwevB6YZJ0d4T0PjC75H2 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:01:00 | /errorHandler.js(32) | 5Udj82k5llXHC9CjLNHSMGaffoGyCJNX | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:01:02 | /errorHandler.js(32) | gdh6mtbTncxmKUI8GRIFD5atnkYupYVe | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:01:16 | /errorHandler.js(32) | bgR6rrox1Y6pWiqLT8k52eVCyj9TVMks | [info] | IP - 10.0.4.135 | clientIP - 10.0.4.135 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-13","clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:01:20 | /errorHandler.js(32) | PY4Q3FGL2az7esRi1SUXjAJ3qvm3HFGW | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:01:22 | /errorHandler.js(32) | smdpUY3b2GvkSXT8ZV0NifkZZFM9AOo3 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:01:40 | /errorHandler.js(32) | EKBZ2yQBLpHSFbMCwVz89XuPeyGytyLf | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:01:42 | /errorHandler.js(32) | iGr39MPegTgkxxCiKCexKnxSVPqUaVNQ | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:02:00 | /errorHandler.js(32) | 41STFGduyEXkw2f3tiMQAtYFMTmmuvqD | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:02:02 | /errorHandler.js(32) | oznMxf8N7N8qWrkWb9UF2btl1Uq0Jf4R | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:02:16 | /errorHandler.js(32) | gnDO3rDGixQYVh8UGfCGWUbJ3Ws5Bdmy | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-15","clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:02:20 | /errorHandler.js(32) | BDASW2585cTXN8TT3Z7VFIpaqaXtyCV5 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:02:22 | /errorHandler.js(32) | kzgYjCjNG30tc5Y19yRzXFe2NlBcQ2JN | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:02:28 | /errorHandler.js(32) | skfkbD9lgNXuhg4boIYNHsms1qPRws4F | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/addPatient | POST | Request : {"date":"2021-07-15","firstName":"Venugopal Rao","lastName":"Balla","ohip":"3108357827FC","mobileNumber":"6472613650","clinicId":"609be7f8f132c1001fb007c4","slot":{"timeSlotStart":"5:30 PM","timeSlotEnd":"6:00 PM"},"screeningResult":"low","dob":"1961-04-16","gender":"Male","email":"bvenugopalrao@hotmail.com","assessbydoctor":"Pending","callback":"Pending","checkout":"Pending","results":"Pending","address":"123 Moffatt Ave, Brampton","postalcode":"L6Y4L1","reasonCode":"Dose 1","referenceOutbreakNumber":"000000000000","notes":"","token":"","age":60,"location":"Embassy Grand Vaccination","status":1,"createdAt":"2021-07-13 21:02:28","updatedAt":"2021-07-13 21:02:28","bookedDateTime":1626370200000,"bookingDate":"2021-07-13","activityLogs":[{"id":"60ee37a49dc77e001f5df9f6","createdAt":1626224548053,"date":"2021/07/13, 21:02 PM","name":"Venugopal Rao Balla","log":"Created the appointment"}],"_id":"60ee37a49dc77e001f5df9f7","clinicEmailId":"clinic@gmail.com","clinicPhoneNumber":"9053667374","clinicAddress":"8800 The Gore Road","clinicCity":"Brampton","bookingId":"60ee37a49dc77e001f5df9f7","appoinmentModifyLink":"https://booking.mdnius.com/embassygrandvaccination/schedule/60ee37a49dc77e001f5df9f7","smsMessage":"Please note, you have read and CONFIRMED the ELIGIBILITY CRITERIA at the time of booking for your vaccination.  After review the clinic may refuse your vaccination if you do not meet that criteria.\n\nPlease read below on information about your appointment and instructions on how to RESCHEDULE or CANCEL too allows others to book. \n\nPlease make sure to arrive 5 minutes prior to your scheduled appointment. Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","messageType":"CONFIRMATION_MESSAGE","iphone":"","android":"","smsHeader":"","emailMessage":"Please make sure to arrive 5 minutes prior to your scheduled appointment. We have very large volumes, please expect some minor delays.  Bring your OHIP card (Ontario Health Insurance Plan), if you have one. Keep our community safe by wearing a face mask and practice social distancing.\n\nFeeling unwell or have any concerns about your HEALTH?\nBook a FREE virtual appointment with a FAMILY DOCTOR, available in a language of your choice.\nCall 416-463-6487.\n\nOr\n\nDownload the free MDnius app . Please see the link below:\nAndroid: https://goo.gl/0SARXp\niPhone: https://goo.gl/jr0hNh","emailHeader":""}
2021-07-13 21:02:40 | /errorHandler.js(32) | lI6jklMx1k1k5FiiXNzWPbQAewYajaGo | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:02:42 | /errorHandler.js(32) | ZyBaqBBqoXl3vkKubDrhJQ6UZ9Ouoncp | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:03:00 | /errorHandler.js(32) | 9QWpI4eAaUwxYevNVAxS3CCqaCMB1GwT | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:03:02 | /errorHandler.js(32) | TA1qok5ig0FFMUwNQ6OU0XX6jZMSOeDT | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:03:20 | /errorHandler.js(32) | mCDmPZ7QxghkXatMmKhKqIgWB4j6znSJ | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:03:22 | /errorHandler.js(32) | ALWcdduZzU96EZaUsIl9xAeptH8vgCed | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:03:40 | /errorHandler.js(32) | REYZ2h0oHQY87iBFS353DuJJejsD8hIR | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:03:42 | /errorHandler.js(32) | waKohzt2SFpUCW58QMoLhMRrpWT53QfD | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:04:00 | /errorHandler.js(32) | 0kLOSrDj8YmOHD5whoJi7MIaUwBkNohg | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:04:02 | /errorHandler.js(32) | 0PMGmuiUVYcyjkPMRWKpvGum6aYb6ecj | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:04:10 | /errorHandler.js(32) | Go2810XliM05uMYxaolniZVp8KoGawCb | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:04:20 | /errorHandler.js(32) | PHS81eNQPLExi1ZMwz7cYLRTQTOAPq8B | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:04:22 | /errorHandler.js(32) | grpoBEmqQLOORJQw0P2B03b5BZ4oTNcj | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:04:24 | /errorHandler.js(32) | 5fwD9c8y8F5kBYgME4aLcae0keAysIYs | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getQuestions | GET | Request : {}
2021-07-13 21:04:40 | /errorHandler.js(32) | b7CmVabqiItbJXMoy3gYKCBwWHrsZUuU | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:04:42 | /errorHandler.js(32) | QY2LiGv4ufamLYjqKqry7A6yZZy5WtKL | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:05:00 | /errorHandler.js(32) | uRDXdoQIFU4j4DCevOAJuDRZFgGCnUyR | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:05:02 | /errorHandler.js(32) | TYdCUc38cWshCbJm6ftqDijMpARLhEGA | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:05:20 | /errorHandler.js(32) | AqXkhTERD0jYTEYMyeZjoTNykTRQMy2H | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:05:22 | /errorHandler.js(32) | fA0OwV9FE03k32YdYFekmQyWRlFAuWqq | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:05:40 | /errorHandler.js(32) | cvwP4SyWl0D58MuONAA70r77rSg3loLk | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:05:42 | /errorHandler.js(32) | hnU4XTNgXH6ZznguwwgGy56sukktNiTu | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:06:00 | /errorHandler.js(32) | HxXXmSZmtImRAuhlPtInP76sTs97tavh | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:06:02 | /errorHandler.js(32) | dEff8O1wkSFAt2NSi2VQLX0wf0VyaJcy | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:06:20 | /errorHandler.js(32) | hoAhshFZ1hFW8RvrDivEgVdQYW8WYjC0 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:06:22 | /errorHandler.js(32) | 6BdnCRNOh2ojpd3nCJUlIWJuMmgq6Lwr | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:06:40 | /errorHandler.js(32) | lMxrwk8MdbrZGfA0KpFfNZcSdOkK3X9I | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:06:42 | /errorHandler.js(32) | jRTi2eP5qxEHfdrwtqllMXZNLWxrZBtL | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:07:00 | /errorHandler.js(32) | kuxuM2yAVHELeQaqAC7woKn0DruW1DXn | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:07:02 | /errorHandler.js(32) | Pz91TusDarmDwhCHuByHqcsHjXp876eY | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:07:19 | /errorHandler.js(32) | J1vZPHG8gVM8xisPjOLIcBuskwVIP1qW | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:07:20 | /errorHandler.js(32) | lFAInbbhbHSd7RVsKhoskNCxipkiR2ZH | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:07:22 | /errorHandler.js(32) | TpS0LVJ5IXkz5sj83CUOTmYCinNs5oMP | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:07:30 | /errorHandler.js(32) | bMOAokkbtop8Pn6ncsVULGwqWu0hPIJw | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getQuestions | GET | Request : {}
2021-07-13 21:07:33 | /errorHandler.js(32) | Wj2ibXCz8IqTPVZxY88GLuAwRctpZVCE | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:07:40 | /errorHandler.js(32) | b1hgWW9bn8tGJOcZ4C0be5N7SyxLuVMt | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:07:42 | /errorHandler.js(32) | BjSWnzV3NnvLBqUHtu0qpBIpzuXmwlzK | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:08:00 | /errorHandler.js(32) | wiqcDpMedhwLItUzBg3A5yqEzwVLRdzE | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:08:02 | /errorHandler.js(32) | osV9LASEw3ketuZLSPBeXoEDIaSZiW8w | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:08:08 | /errorHandler.js(32) | ZJjawQlk5acEK8yfyDzwKG6rvbuZWChF | [info] | IP - 10.0.3.157 | clientIP - 10.0.3.157 | User :  | URL : http://apis.mdnius.com/api/v1/public/getMonthAvailability | POST | Request : {"month":6,"year":2021,"clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:08:20 | /errorHandler.js(32) | 0POtzz6TCM9iosebdtNSiHKErzsSzS8X | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:08:22 | /errorHandler.js(32) | 7XZxxC0QxSRx2JN6AFJaSTU1bFqaHjmM | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:08:40 | /errorHandler.js(32) | G8CFzbqBvXQEkzzFuc8SSb8grwSIik6O | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:08:42 | /errorHandler.js(32) | wTlX1Sa7Y1sAoDDvO7Fxq6EjELfET8pR | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:09:00 | /errorHandler.js(32) | oVmehhxJQMExfxxUdtCDjiHGBiN1Dgcl | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:09:02 | /errorHandler.js(32) | BjqYT80ISNWDGQUuTwWU07vvVqWfM282 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:09:20 | /errorHandler.js(32) | thdH29MUPzqZPU6Ey8pGjCA6iD5ogWS1 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:09:22 | /errorHandler.js(32) | 9hSX5WWa3KMrQ12WbhixF0OyEBRA89CL | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:09:40 | /errorHandler.js(32) | Aw5BlzqKfzjFYVq3MCbM2w1u9KUQbnzw | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:09:42 | /errorHandler.js(32) | keNtnAScbGnIo94SlSnrekrzsGcubCpl | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:10:00 | /errorHandler.js(32) | ZZqFizZIOq7r8Rde0ga8XroWiy0H3sVg | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:10:02 | /errorHandler.js(32) | tLJvz6mv5kGLOvhgbraAzjBIARWX08Q2 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:10:20 | /errorHandler.js(32) | meffIS9Nb48WIYYGmWywcgZhlJ1gVu8f | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:10:22 | /errorHandler.js(32) | O9YmaznPDp22IOKrComlDgpaPOxb30uD | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:10:40 | /errorHandler.js(32) | UCLP1VajK6krdw1mrK2315jRpRoDydIr | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:10:42 | /errorHandler.js(32) | OoKJZC9zSmcg4O8SoLxVIntyN0SM7CH3 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:11:00 | /errorHandler.js(32) | N8HqhhiCobE1hSzWvKwEVxMjcLAiQyI2 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:11:02 | /errorHandler.js(32) | pV5kw60kMajs51fSl3e9ttOIpx9wFE2h | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:11:19 | /errorHandler.js(32) | XMlZIn6Bu3Qy4aroUWAuKAFX5d86JzUj | [info] | IP - 10.0.4.121 | clientIP - 10.0.4.121 | User :  | URL : http://apis.mdnius.com/api/v1/public/getSlots | POST | Request : {"date":"2021-07-17","clinicId":"609be7f8f132c1001fb007c4"}
2021-07-13 21:11:20 | /errorHandler.js(32) | H9JD1cClCRRE2VdxETKnxTvub6XaAHUL | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:11:22 | /errorHandler.js(32) | j1N8Qzlw0nMfEcDqic3mhPk2Wr8qNsgN | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:11:40 | /errorHandler.js(32) | YtkzMHeAaNwCwdtMdOVASJiSMPHSJI70 | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:11:42 | /errorHandler.js(32) | jWysA9EMHve8g3aVNzXD16Stt5RkXxxD | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:12:00 | /errorHandler.js(32) | zDS6SfAdUQmbyP4VSD1S8TzyLBrdGOOF | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:12:02 | /errorHandler.js(32) | FqeFgbyNDeETLTWuQVhtvDmcwBdwr5kE | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:12:20 | /errorHandler.js(32) | vn8OHhA7tiIK5uHieFm9h71PxyD43FXq | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:12:22 | /errorHandler.js(32) | aa5U05VRkiTvxvaOPLqvGTeUzXXAw1rv | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:12:40 | /errorHandler.js(32) | 350AMS3XXpoPJX2ySnmrQe5WnGxWtQuv | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:12:42 | /errorHandler.js(32) | 1bU6ANfMNOMNgfF0v1DprRogT7NHBJnD | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:13:00 | /errorHandler.js(32) | KM0Wa9NNuJX32LNHGvCtL2Y40C4m3kJj | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:13:02 | /errorHandler.js(32) | AKxi8tzMTp8almskGX3lrP9VHSRSBfIi | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
2021-07-13 21:13:20 | /errorHandler.js(32) | Q1dL6dQSvLdP9mQiVTlBIBQBuQviRHwQ | [info] | IP - ::ffff:10.0.4.135 | clientIP - ::ffff:10.0.4.135 | User :  | URL : http://10.0.4.247:2001/health | GET | Request : {}
